Gene = AT2G02560
index = 23
Annotated 5SS: [ 152  597  855 1163 1618 2026 2326 2696 2907 3120 3284 3465 3640 3836
 4068 4352 4688 4860 5108 5370 5698 6069 6333 6564 6794 7059 7227]
Annotated 3SS: [ 527  678  954 1451 1895 2210 2537 2782 3068 3200 3379 3537 3736 3956
 4267 4546 4766 4985 5206 5457 5819 6155 6416 6676 6889 7148 7322]
SMsplice 5SS: [ 152  597  855 1163 1618 2026 2326 2696 2907 3120 3284 3465 3640 3836
 4068 4352 4688 4860 5108 5370 5698 6069 6333 6564 6794 7059 7227]
SMsplice 3SS: [ 527  684  954 1451 1895 2210 2537 2782 3068 3200 3379 3537 3736 3956
 4267 4546 4766 4985 5206 5457 5819 6155 6416 6676 6889 7148 7322]
Partition function (log Z): 84.67066597423221

Sorted 5' Splice Sites (High to Low Probability):
Position 7227: 0.9993248345720945
Position 5108: 0.9976227364101657
Position 6069: 0.9975969342447354
Position 4352: 0.99690595071916
Position 6794: 0.9953482277076561
Position 4860: 0.9948256504266381
Position 3640: 0.9940519577365855
Position 597: 0.9931857483591184
Position 6564: 0.9931081956144567
Position 6333: 0.9911394748469247
Position 5370: 0.9904262307028983
Position 3465: 0.9730570720613995
Position 2696: 0.971266105831172
Position 855: 0.9652042946113318
Position 152: 0.9541247682693866
Position 3120: 0.9393416574051519
Position 4068: 0.9268452093137712
Position 2326: 0.9238147218061049
Position 3836: 0.8962346270128582
Position 2907: 0.878543844255612
Position 5698: 0.8677464246091878
Position 1618: 0.8617957669116909
Position 4688: 0.8046743868412429
Position 1163: 0.7894546329897032
Position 2026: 0.7762485969264901
Position 3259: 0.46422935772911383
Position 7010: 0.36216938501790036
Position 7071: 0.22394885109529303
Position 3297: 0.20851306099898984
Position 4682: 0.18951503100099168
Position 7065: 0.16967456809008943
Position 2110: 0.15843392071904805
Position 6975: 0.07085091748739386
Position 6973: 0.06474210060385216
Position 5717: 0.05371028707596157
Position 1995: 0.045840634753128044
Position 1662: 0.045445114496103084
Position 4060: 0.0440691393488234
Position 5564: 0.036508128904908156
Position 7513: 0.03610127063996151
Position 2895: 0.03160184384238709
Position 7063: 0.02933594096549832
Position 338: 0.029115760518360442
Position 3921: 0.024669988596083672
Position 3449: 0.023353862914410297
Position 1178: 0.020481578250411768
Position 2313: 0.01839913439197156
Position 1366: 0.01564139885113297
Position 4097: 0.015347780248952706
Position 3320: 0.014897984730315571
Position 781: 0.014513007108302447
Position 3861: 0.013556627747083905
Position 3854: 0.013474246718351712
Position 5639: 0.012129821122372252
Position 1812: 0.010962343576166792
Position 827: 0.010406464302321053
Position 5598: 0.010305629064874386
Position 5627: 0.00996508944220522
Position 3884: 0.009834687950113937
Position 1653: 0.009453362046052141
Position 6989: 0.008566413363351767
Position 2348: 0.008059465468926642
Position 7018: 0.00783930757983066
Position 1398: 0.007000226801031833
Position 1965: 0.006943748944473291
Position 7031: 0.006066950186719858
Position 6556: 0.005279728049947867
Position 3124: 0.005079650591751285
Position 4903: 0.004769800246178497
Position 2700: 0.004747256068731858
Position 3851: 0.0046464084938513525
Position 2246: 0.00453718512046009
Position 162: 0.004311886936813569
Position 6256: 0.0042851666941258
Position 2868: 0.004140920967248431
Position 4050: 0.003765963999698344
Position 436: 0.0035891618187719938
Position 6258: 0.0032776452682134753
Position 1792: 0.0031687409075825766
Position 5298: 0.003094592373883799
Position 2399: 0.0030701810105325062
Position 4072: 0.0029903399977819238
Position 3186: 0.0026715968860758234
Position 5942: 0.0025986587024601324
Position 1420: 0.0024411664126642234
Position 832: 0.002338614691552041
Position 2489: 0.002083548755221371
Position 6087: 0.002008384991441529
Position 5310: 0.0019858301410090183
Position 5356: 0.001966930664373916
Position 4026: 0.0019081671067235047
Position 315: 0.0017174271010774753
Position 5608: 0.0016921574186049518
Position 2100: 0.001565443672228359
Position 3453: 0.0015588234936041788
Position 5851: 0.001545008644770675
Position 2955: 0.0015445882764042321
Position 3682: 0.0015000949320011624
Position 2932: 0.0014825992775079294
Position 4047: 0.001416690296421694
Position 847: 0.0013597795466454734
Position 1050: 0.0012448102867385579
Position 3114: 0.001219180833973129
Position 5076: 0.0011291185387139633
Position 6979: 0.0010817951700497208
Position 1222: 0.0010578374084596997
Position 6568: 0.0010322447091435742
Position 2331: 0.0010303600390007273
Position 576: 0.0009919134434449083
Position 1658: 0.0009839464342478454
Position 7404: 0.0009593450705834294
Position 3644: 0.0009359170178125535
Position 1622: 0.0009331951907651152
Position 7500: 0.0009261766242141517
Position 6798: 0.0009217741380801816
Position 5912: 0.0009193940195164217
Position 1830: 0.0008500377614822305
Position 2055: 0.0008470952451663644
Position 1121: 0.0008033441176939005
Position 2548: 0.0008021398915294386
Position 2089: 0.00078273978136314
Position 1576: 0.0007820297330636061
Position 4691: 0.0007440761995925969
Position 3249: 0.0007389263888739779
Position 1854: 0.0007355072199751834
Position 2514: 0.0006970103507003543
Position 2978: 0.0006618632887425529
Position 4092: 0.0006099893639571641
Position 1721: 0.0006005778968912051
Position 2380: 0.0005856588816822603
Position 5721: 0.0005559900231800994
Position 1777: 0.0005439503055986062
Position 7555: 0.0005374448224775892
Position 2475: 0.0005019745497326869
Position 5600: 0.0005000698930534112
Position 977: 0.0004997303498023207
Position 5650: 0.000490449627951443
Position 133: 0.00047828395667350477
Position 463: 0.0004746321948850105
Position 419: 0.0004660324356516276
Position 2829: 0.0004550137962082396
Position 1225: 0.0004453603801455864
Position 2875: 0.0004301196344587904
Position 5504: 0.00040047140015256664
Position 2587: 0.0003993258329269987
Position 2117: 0.00039270916083784406
Position 5334: 0.0003886439292229875
Position 2427: 0.0003844650263536134
Position 3815: 0.00038294536461348295
Position 4005: 0.00035434145469270925
Position 4378: 0.0003443399912130162
Position 5904: 0.00034331043827206793
Position 794: 0.00034076052990606034
Position 5643: 0.0003211521265605728
Position 6806: 0.0003081043215263904
Position 193: 0.0003054228292728549
Position 1012: 0.0003000633584712741
Position 5034: 0.0002826272817298999
Position 2181: 0.00028133869611866684
Position 407: 0.000277308883320347
Position 6785: 0.0002769989847516079
Position 4041: 0.0002706633196425184
Position 1284: 0.0002519757690519082
Position 2229: 0.0002384122490749352
Position 6318: 0.00023220835760820487
Position 2083: 0.00022917038202917758
Position 5487: 0.0002259706547357441
Position 457: 0.00022241766974971633
Position 4383: 0.00022189022999633034
Position 7217: 0.0002191082045584151
Position 5485: 0.0002146074906557377
Position 4356: 0.00021439813425817178
Position 2097: 0.0002139023244841467
Position 1079: 0.000213523507333483
Position 1670: 0.0002114518087918572
Position 2723: 0.00020268918685649445
Position 4643: 0.00019030569001189353
Position 5615: 0.00017388438894684152
Position 1827: 0.00017209111519149407
Position 3605: 0.00016697886861907258
Position 612: 0.00016665060513710808
Position 115: 0.00016496817295236444
Position 7483: 0.00016406801904303358
Position 5556: 0.000143860377653436
Position 5085: 0.00014014430538711504
Position 1751: 0.00013935626639884942
Position 6708: 0.00013423498774499864
Position 4117: 0.00013217395367762756
Position 2430: 0.00013152815665414477
Position 2153: 0.0001254651217272335
Position 1302: 0.00012523345550412225
Position 7231: 0.00012416485871200118
Position 5112: 0.00012057052075010721
Position 1082: 0.00012000851706710115
Position 343: 0.00011908244694155231
Position 1590: 0.00011821044260429892
